,year,country,sex_,fatal_(y/n)
825,2012.0,SOUTH AFRICA,M,Y
826,2012.0,USA,M,N
827,2012.0,AUSTRALIA,M,N
828,2012.0,AUSTRALIA,M,N
829,2011.0,USA,M,N
830,2011.0,ANTIGUA,M,
831,2011.0,ECUADOR,M,N
832,2011.0,USA,M,N
833,2011.0,USA,M,N
834,2011.0,SOUTH AFRICA,M,N
835,2011.0,AUSTRALIA,M,N
836,2011.0,SOUTH AFRICA,M,
837,2011.0,AUSTRALIA,M,N
838,2011.0,USA,F,N
839,2011.0,AUSTRALIA,,
840,2011.0,AUSTRALIA,M,N
841,2011.0,INDONESIA,M,N
842,2011.0,AUSTRALIA,M,N
843,2011.0,USA,M,N
844,2011.0,PAPUA NEW GUINEA,M,N
845,2011.0,BRAZIL,M,N
846,2011.0,REUNION,M,N
847,2011.0,USA,M,N
848,2011.0,SCOTLAND,M,N
849,2011.0,SOUTH AFRICA,,N
850,2011.0,AUSTRALIA,M,Y
851,2011.0,USA,M,N
852,2011.0,AUSTRALIA,M,N
853,2011.0,USA,M,N
854,2011.0,USA,M,N
855,2011.0,AUSTRALIA,M,Y
856,2011.0,REUNION,M,N
857,2011.0,USA,M,N
858,2011.0,USA,M,N
859,2011.0,USA,M,
860,2011.0,DOMINICAN REPUBLIC,M,N
861,2011.0,SOUTH AFRICA,M,N
862,2011.0,USA,M,N
863,2011.0,USA,M,N
864,2011.0,USA,M,N
865,2011.0,REUNION,M,Y
866,2011.0,KENYA,M,Y
867,2011.0,USA,M,N
868,2011.0,USA,M,N
869,2011.0,PAPUA NEW GUINEA,M,N
870,2011.0,USA,,N
871,2011.0,AUSTRALIA,M,Y
872,2011.0,USA,M,N
873,2011.0,USA,M,N
874,2011.0,AUSTRALIA,M,
875,2011.0,USA,F,N
876,2011.0,RUSSIA,M,N
877,2011.0,USA,M,N
878,2011.0,USA,M,N
879,2011.0,SOUTH AFRICA,M,Y
880,2011.0,RUSSIA,M,N
881,2011.0,USA,F,N
882,2011.0,USA,M,
883,2011.0,RUSSIA,M,N
884,2011.0,FRENCH POLYNESIA,M,N
885,2011.0,USA,M,N
886,2011.0,SEYCHELLES,M,Y
887,2011.0,USA,M,N
888,2011.0,USA,M,N
889,2011.0,SEYCHELLES,M,Y
890,2011.0,BRAZIL,M,
891,2011.0,PHILIPPINES,M,N
892,2011.0,USA,M,N
893,2011.0,SOUTH AFRICA,M,N
894,2011.0,USA,F,N
895,2011.0,REUNION,M,N
896,2011.0,USA,M,N
897,2011.0,BAHAMAS,M,N
898,2011.0,USA,M,N
899,2011.0,USA,M,N
900,2011.0,REUNION,M,N
901,2011.0,COLUMBIA,M,N
902,2011.0,TURKS & CAICOS,M,N
903,2011.0,BRAZIL,M,N
904,2011.0,SOUTH AFRICA,M,N
905,2011.0,USA,F,N
906,2011.0,USA,M,N
907,2011.0,USA,M,N
908,2011.0,TURKS & CAICOS,M,N
909,2011.0,COSTA RICA,M,Y
910,2011.0,REUNION,M,Y
911,2011.0,UNITED KINGDOM,,N
912,2011.0,USA,M,N
913,2011.0,COLUMBIA,M,N
914,2011.0,USA,M,N
915,2011.0,USA,M,N
916,2011.0,MALAYSIA,F,N
917,2011.0,USA,F,N
918,2011.0,SOUTH AFRICA,M,N
919,2011.0,USA,F,N
920,2011.0,USA,F,N
921,2011.0,SOUTH AFRICA,M,Y
922,2011.0,USA,M,N
923,2011.0,NEW CALEDONIA,M,Y
924,2011.0,USA,M,N
925,2011.0,USA,M,N
926,2011.0,UNITED ARAB EMIRATES (UAE),M,
927,2011.0,SOUTH AFRICA,M,N
928,2011.0,USA,M,N
929,2011.0,AUSTRALIA,M,N
930,2011.0,USA,M,N
931,2011.0,NEW ZEALAND,M,N
932,2011.0,INDONESIA,M,N
933,2011.0,FIJI,M,N
934,2011.0,USA,M,N
935,2011.0,MEXICO,F,N
936,2011.0,AUSTRALIA,M,N
937,2011.0,MEXICO,M,N
938,2011.0,FIJI,M,N
939,2011.0,AUSTRALIA,F,N
940,2011.0,EGYPT,F,
941,2011.0,AUSTRALIA,M,N
942,2011.0,AUSTRALIA,M,N
943,2011.0,NEW CALEDONIA,M,N
944,2011.0,REUNION,M,N
945,2011.0,AUSTRALIA,M,Y
946,2011.0,AUSTRALIA,M,N
947,2011.0,AUSTRALIA,M,N
948,2011.0,MEXICO,M,N
949,2011.0,SOUTH AFRICA,M,N
950,2011.0,MEXICO,F,N
951,2011.0,MEXICO,M,N
952,2011.0,BAHAMAS,M,N
953,2011.0,AUSTRALIA,F,
954,2011.0,SOUTH AFRICA,M,Y
955,2011.0,MEXICO,M,N
956,2011.0,AUSTRALIA,,N
957,2010.0,USA,M,N
958,2010.0,FIJI,M,N
959,2010.0,USA,M,N
960,2010.0,EGYPT,F,Y
961,2010.0,INDONESIA,M,N
962,2010.0,EGYPT,M,N
963,2010.0,EGYPT,M,N
964,2010.0,EGYPT,F,N
965,2010.0,EGYPT,F,N
966,2010.0,SAMOA,M,N
967,2010.0,AUSTRALIA,M,
968,2010.0,USA,M,N
969,2010.0,DOMINICAN REPUBLIC,M,Y
970,2010.0,INDONESIA,M,N
971,2010.0,AUSTRALIA,M,N
972,2010.0,AUSTRALIA,F,N
973,2010.0,AUSTRALIA,M,N
974,2010.0,USA,M,N
975,2010.0,AZORES,M,N
976,2010.0,USA,M,N
977,2010.0,AUSTRALIA,M,N
978,2010.0,USA,M,Y
979,2010.0,EGYPT,F,N
980,2010.0,AUSTRALIA,M,N
981,2010.0,BAHAMAS,M,N
982,2010.0,BAHAMAS,F,N
983,2010.0,SOUTH AFRICA,M,N
984,2010.0,USA,M,N
985,2010.0,USA,M,N
986,2010.0,SOUTH AFRICA,M,Y
987,2010.0,AUSTRALIA,M,N
988,2010.0,USA,M,N
989,2010.0,TONGA,M,N
990,2010.0,USA,M,N
991,2010.0,USA,M,N
992,2010.0,USA,M,N
993,2010.0,SOLOMON ISLANDS,M,N
994,2010.0,BAHAMAS,M,
995,2010.0,USA,M,N
996,2010.0,AUSTRALIA,M,Y
997,2010.0,USA,M,N
998,2010.0,AUSTRALIA,F,N
999,2010.0,SOUTH KOREA,F,N
1000,2010.0,AUSTRALIA,M,N
1001,2010.0,USA,M,N
1002,2010.0,MALTA,M,N
1003,2010.0,USA,F,
1004,2010.0,USA,M,N
1005,2010.0,USA,F,N
1006,2010.0,USA,M,N
1007,2010.0,USA,M,N
1008,2010.0,USA,M,N
1009,2010.0,USA,F,N
1010,2010.0,USA,M,N
1011,2010.0,SPAIN,M,N
1012,2010.0,USA,M,N
1013,2010.0,USA,M,N
1014,2010.0,SOUTH AFRICA,F,N
1015,2010.0,USA,M,N
1016,2010.0,USA,M,N
1017,2010.0,USA,M,N
1018,2010.0,USA,M,N
1019,2010.0,USA,F,N
1020,2010.0,USA,F,N
1021,2010.0,VIETNAM,M,N
1022,2010.0,USA,F,N
1023,2010.0,AUSTRALIA,M,N
1024,2010.0,USA,M,N
1025,2010.0,USA,M,N
1026,2010.0,VIETNAM,F,N
1027,2010.0,VIETNAM,F,N
1028,2010.0,AUSTRALIA,M,N
1029,2010.0,MADAGASCAR,M,N
1030,2010.0,USA,F,N
1031,2010.0,USA,M,N
1032,2010.0,USA,M,N
1033,2010.0,SOUTH AFRICA,M,N
1034,2010.0,EGYPT,M,N
1035,2010.0,REUNION,M,N
1036,2010.0,NEW ZEALAND,M,N
1037,2010.0,SOUTH AFRICA,M,N
1038,2010.0,FIJI,M,Y
1039,2010.0,AUSTRALIA,F,N
1040,2010.0,AUSTRALIA,M,N
1041,2010.0,NEW ZEALAND,M,N
1042,2010.0,AUSTRALIA,M,N
1043,2010.0,USA,M,N
1044,2010.0,GUAM,M,
1045,2010.0,USA,M,Y
1046,2010.0,NEW ZEALAND,F,N
1047,2010.0,BRAZIL,M,N
1048,2010.0,AUSTRALIA,M,N
1049,2010.0,UNITED ARAB EMIRATES (UAE),M,N
1050,2010.0,AUSTRALIA,M,N
1051,2010.0,SOUTH AFRICA,M,Y
1052,2010.0,AUSTRALIA,F,N
1053,2010.0,VIETNAM,F,N
1054,2010.0,VIETNAM,M,N
1055,2010.0,VIETNAM,M,N
1056,2010.0,USA,M,N
1057,2010.0,SOUTH AFRICA,M,N
1058,2009.0,SOUTH AFRICA,M,N
1059,2009.0,AUSTRALIA,M,N
1060,2009.0,MOZAMBIQUE,M,N
1061,2009.0,AUSTRALIA,M,N
1062,2009.0,AUSTRALIA,M,N
1063,2009.0,SOUTH AFRICA,M,Y
1064,2009.0,SOUTH AFRICA,M,
1065,2009.0,NEW ZEALAND,M,Y
1066,2009.0,AUSTRALIA,M,N
1067,2009.0,AUSTRALIA,,N
1068,2009.0,USA,M,N
1069,2009.0,USA,M,
1070,2009.0,USA,M,N
1071,2009.0,USA,M,N
1072,2009.0,USA,M,N
1073,2009.0,USA,F,N
1074,2009.0,USA,M,N
1075,2009.0,AUSTRALIA,M,N
1076,2009.0,USA,M,N
1077,2009.0,AUSTRALIA,M,N
1078,2009.0,MOZAMBIQUE,M,N
1079,2009.0,AUSTRALIA,F,N
1080,2009.0,USA,M,N
1081,2009.0,USA,M,N
1082,2009.0,PANAMA,F,N
1083,2009.0,SCOTLAND,M,N
1084,2009.0,AUSTRALIA,M,N
1085,2009.0,USA,M,N
1086,2009.0,UNITED KINGDOM,M,N
1087,2009.0,USA,M,N
1088,2009.0,VIETNAM,M,N
1089,2009.0,SOMALIA,M,N
1090,2009.0,BRAZIL,M,Y
1091,2009.0,USA,M,Y
1092,2009.0,BRAZIL,M,Y
1093,2009.0,NEVIS,M,
1094,2009.0,SOLOMON ISLANDS,M,N
1095,2009.0,USA,M,N
1096,2009.0,SOUTH AFRICA,M,Y
1097,2009.0,USA,F,N
1098,2009.0,SOUTH AFRICA,M,N
1099,2009.0,USA,M,N
1100,2009.0,USA,M,N
1101,2009.0,USA,M,N
1102,2009.0,BAHAMAS,M,N
1103,2009.0,AUSTRALIA,M,N
1104,2009.0,VIETNAM,F,N
1105,2009.0,KENYA,M,Y
1106,2009.0,USA,F,N
1107,2009.0,SPAIN,F,
1108,2009.0,USA,F,N
1109,2009.0,USA,F,N
1110,2009.0,VIETNAM,M,N
1111,2009.0,BAHAMAS,M,N
1112,2009.0,USA,M,N
1113,2009.0,SOUTH AFRICA,M,N
1114,2009.0,USA,F,N
1115,2009.0,USA,F,N
1116,2009.0,AUSTRALIA,M,N
1117,2009.0,USA,M,
1118,2009.0,USA,M,
1119,2009.0,VIETNAM,M,N
1120,2009.0,EGYPT,M,N
1121,2009.0,EGYPT,M,N
1122,2009.0,EGYPT,F,Y
1123,2009.0,TAIWAN,M,N
1124,2009.0,USA,M,N
1125,2009.0,USA,M,N
1126,2009.0,USA,M,N
1127,2009.0,USA,M,N
1128,2009.0,GUAM,M,N
1129,2009.0,BAHAMAS,M,N
1130,2009.0,USA,F,N
1131,2009.0,USA,M,N
1132,2009.0,USA,M,N
1133,2009.0,PHILIPPINES,M,N
1134,2009.0,USA,M,N
1135,2009.0,USA,M,N
1136,2009.0,USA,M,
1137,2009.0,AUSTRALIA,M,N
1138,2009.0,SOUTH AFRICA,M,
1139,2009.0,USA,M,N
1140,2009.0,USA,M,N
1141,2009.0,SOUTH AFRICA,M,N
1142,2009.0,SOUTH AFRICA,M,Y
1143,2009.0,AUSTRALIA,M,N
1144,2009.0,AUSTRALIA,M,N
1145,2009.0,AUSTRALIA,F,N
1146,2009.0,USA,F,N
1147,2009.0,MALAYSIA,F,N
1148,2009.0,USA,M,N
1149,2009.0,AUSTRALIA,M,N
1150,2009.0,NEW CALEDONIA,M,Y
1151,2009.0,SOUTH AFRICA,M,N
1152,2009.0,NEW ZEALAND,M,N
1153,2009.0,AUSTRALIA,M,N
1154,2009.0,AUSTRALIA,M,N
1155,2009.0,AUSTRALIA,M,N
1156,2009.0,AUSTRALIA,M,N
1157,2009.0,AUSTRALIA,M,N
1158,2009.0,USA,M,Y
1159,2009.0,AUSTRALIA,M,N
1160,2009.0,AUSTRALIA,M,N
1161,2009.0,AZORES,M,N
1162,2009.0,BRAZIL,M,
1163,2009.0,CUBA,M,N
1164,2009.0,NEW ZEALAND,,N
1165,2009.0,AUSTRALIA,M,N
1166,2009.0,SOUTH AFRICA,M,Y
1167,2009.0,BRAZIL,M,
1168,2009.0,AUSTRALIA,M,N
1169,2009.0,NEW ZEALAND,M,N
1170,2009.0,SOUTH AFRICA,,Y
1171,2009.0,AUSTRALIA,M,N
1172,2009.0,AUSTRALIA,F,N
1173,2009.0,AUSTRALIA,M,N
1174,2009.0,NEW ZEALAND,,N
1175,2009.0,ECUADOR,M,N
1176,2009.0,NEW ZEALAND,M,N
1177,2009.0,CUBA,,N
1178,2008.0,AUSTRALIA,,
1179,2008.0,AUSTRALIA,,N
1180,2008.0,AUSTRALIA,M,N
1181,2008.0,AUSTRALIA,M,N
1182,2008.0,AUSTRALIA,M,Y
1183,2008.0,USA,M,N
1184,2008.0,NEW ZEALAND,M,N
1185,2008.0,SOUTH AFRICA,M,N
1186,2008.0,AUSTRALIA,,N
1187,2008.0,MOZAMBIQUE,M,Y
1188,2008.0,EGYPT,F,N
1189,2008.0,PHILIPPINES,M,N
1190,2008.0,ECUADOR,F,N
1191,2008.0,AUSTRALIA,M,N
1192,2008.0,TAIWAN,M,Y
1193,2008.0,PHILIPPINES,M,Y
1194,2008.0,AUSTRALIA,M,N
1195,2008.0,NEW CALEDONIA,M,N
1196,2008.0,AUSTRALIA,M,N
1197,2008.0,AUSTRALIA,M,N
1198,2008.0,USA,M,N
1199,2008.0,CROATIA,M,N
1200,2008.0,USA,M,N
1201,2008.0,USA,M,N
1202,2008.0,AUSTRALIA,M,N
1203,2008.0,USA,M,N
1204,2008.0,USA,M,N
1205,2008.0,USA,M,N
1206,2008.0,AUSTRALIA,M,N
1207,2008.0,USA,M,N
1208,2008.0,USA,M,N
1209,2008.0,USA,M,N
1210,2008.0,USA,M,N
1211,2008.0,AUSTRALIA,M,N
1212,2008.0,USA,M,
1213,2008.0,ENGLAND,M,N
1214,2008.0,USA,M,N
1215,2008.0,USA,M,N
1216,2008.0,USA,M,N
1217,2008.0,USA,F,
1218,2008.0,USA,M,N
1219,2008.0,USA,M,
1220,2008.0,USA,F,N
1221,2008.0,USA,F,N
1222,2008.0,USA,M,N
1223,2008.0,AUSTRALIA,M,N
1224,2008.0,SOUTH AFRICA,M,N
1225,2008.0,PANAMA,M,N
1226,2008.0,MEXICO,M,N
1227,2008.0,USA,M,N
1228,2008.0,USA,M,N
1229,2008.0,USA,F,N
1230,2008.0,USA,M,N
1231,2008.0,USA,F,N
1232,2008.0,USA,M,N
1233,2008.0,USA,M,N
1234,2008.0,EGYPT,M,N
1235,2008.0,USA,M,
1236,2008.0,USA,M,N
1237,2008.0,USA,F,N
1238,2008.0,USA,F,N
1239,2008.0,UNITED KINGDOM,M,N
1240,2008.0,USA,M,
1241,2008.0,BAHAMAS,M,N
1242,2008.0,SOUTH AFRICA,M,N
1243,2008.0,SOUTH AFRICA,M,N
1244,2008.0,USA,M,N
1245,2008.0,USA,M,N
1246,2008.0,BRAZIL,M,N
1247,2008.0,USA,F,N
1248,2008.0,USA,F,N
1249,2008.0,BRAZIL,M,N
1250,2008.0,USA,M,N
1251,2008.0,SCOTLAND,,N
1252,2008.0,USA,F,N
1253,2008.0,BRAZIL,M,N
1254,2008.0,USA,M,N
1255,2008.0,BAHAMAS,M,N
1256,2008.0,MEXICO,M,N
1257,2008.0,MEXICO,M,Y
1258,2008.0,FIJI,M,Y
1259,2008.0,AUSTRALIA,M,N
1260,2008.0,NEW CALEDONIA,M,N
1261,2008.0,USA,M,N
1262,2008.0,SOUTH AFRICA,M,N
1263,2008.0,MEXICO,M,Y
1264,2008.0,USA,M,N
1265,2008.0,USA,M,N
1266,2008.0,NEW CALEDONIA,M,N
1267,2008.0,USA,M,N
1268,2008.0,USA,M,Y
1269,2008.0,USA,M,N
1270,2008.0,AUSTRALIA,M,UNKNOWN
1271,2008.0,SOUTH AFRICA,M,
1272,2008.0,MEXICO,M,
1273,2008.0,AUSTRALIA,M,
1274,2008.0,USA,M,N
1275,2008.0,FIJI,M,N
1276,2008.0,USA,M,N
1277,2008.0,USA,,N
1278,2008.0,AUSTRALIA,M,Y
1279,2008.0,USA,M,N
1280,2008.0,SOUTH AFRICA,M,N
1281,2008.0,USA,M,N
1282,2008.0,USA,M,N
1283,2008.0,USA,M,N
1284,2008.0,USA,M,N
1285,2008.0,USA,M,N
1286,2008.0,USA,M,N
1287,2008.0,BAHAMAS,M,Y
1288,2008.0,FRENCH POLYNESIA,M,N
1289,2008.0,USA,M,N
1290,2008.0,AUSTRALIA,F,N
1291,2008.0,USA,M,N
1292,2008.0,JAPAN,M,
1293,2008.0,SOUTH AFRICA,M,N
1294,2008.0,AUSTRALIA,M,N
1295,2008.0,NEW ZEALAND,M,
1296,2008.0,NEW ZEALAND,,N
1297,2008.0,USA,M,N
1298,2008.0,USA,M,N
1299,2008.0,MEXICO,M,N
1300,2007.0,ECUADOR,M,N
1301,2007.0,BRITISH VIRGIN ISLANDS,M,
1302,2007.0,AUSTRALIA,M,N
1303,2007.0,AUSTRALIA,M,N
1304,2007.0,AUSTRALIA,M,
1305,2007.0,USA,M,N
1306,2007.0,NEW ZEALAND,F,N
1307,2007.0,BRAZIL,M,N
1308,2007.0,AUSTRALIA,M,N
1309,2007.0,AUSTRALIA,M,N
1310,2007.0,SOUTH AFRICA,M,N
1311,2007.0,USA,M,N
1312,2007.0,USA,M,N
1313,2007.0,SOUTH AFRICA,M,N
1314,2007.0,MEXICO,M,
1315,2007.0,USA,M,N
1316,2007.0,AUSTRALIA,F,N
1317,2007.0,AUSTRALIA,M,N
1318,2007.0,USA,M,N
1319,2007.0,USA,M,N
1320,2007.0,USA,M,N
1321,2007.0,PHILIPPINES,M,Y
1322,2007.0,NEW CALEDONIA,F,Y
1323,2007.0,BAHAMAS,F,N
1324,2007.0,USA,F,N
1325,2007.0,EGYPT,F,N
1326,2007.0,USA,F,
1327,2007.0,USA,F,N
1328,2007.0,USA,M,N
1329,2007.0,SOLOMON ISLANDS,M,N
1330,2007.0,USA,M,N
1331,2007.0,USA,F,N
1332,2007.0,USA,M,N
1333,2007.0,USA,F,N
1334,2007.0,USA,F,N
1335,2007.0,USA,M,N
1336,2007.0,USA,F,N
1337,2007.0,USA,M,N
1338,2007.0,USA,M,N
1339,2007.0,USA,M,N
1340,2007.0,USA,M,N
1341,2007.0,USA,M,N
1342,2007.0,USA,M,N
1343,2007.0,USA,M,N
1344,2007.0,USA,M,N
1345,2007.0,USA,M,N
1346,2007.0,USA,M,N
1347,2007.0,USA,M,N
1348,2007.0,USA,F,N
1349,2007.0,USA,M,N
1350,2007.0,USA,M,N
1351,2007.0,USA,M,N
1352,2007.0,USA,F,N
1353,2007.0,USA,M,N
1354,2007.0,USA,M,N
1355,2007.0,USA,M,N
1356,2007.0,USA,M,N
1357,2007.0,USA,M,N
1358,2007.0,AUSTRALIA,M,N
1359,2007.0,USA,M,N
1360,2007.0,NORWAY,M,N
1361,2007.0,USA,F,
1362,2007.0,USA,F,N
1363,2007.0,BAHAMAS,F,N
1364,2007.0,USA,M,N
1365,2007.0,REUNION,M,N
1366,2007.0,SENEGAL,,
1367,2007.0,USA,M,N
1368,2007.0,USA,F,N
1369,2007.0,USA,M,N
1370,2007.0,USA,M,N
1371,2007.0,USA,F,
1372,2007.0,USA,F,N
1373,2007.0,AUSTRALIA,M,N
1374,2007.0,USA,F,N
1375,2007.0,USA,F,N
1376,2007.0,ENGLAND,M,N
1377,2007.0,AUSTRALIA,F,N
1378,2007.0,AUSTRALIA,M,N
1379,2007.0,USA,F,N
1380,2007.0,SEYCHELLES,M,N
1381,2007.0,AUSTRALIA,M,
1382,2007.0,USA,F,N
1383,2007.0,USA,M,N
1384,2007.0,TURKS & CAICOS,,Y
1385,2007.0,BAHAMAS,F,N
1386,2007.0,AUSTRALIA,F,N
1387,2007.0,USA,M,N
1388,2007.0,USA,M,N
1389,2007.0,USA,,N
1390,2007.0,NEW CALEDONIA,M,N
1391,2007.0,USA,M,N
1392,2007.0,USA,M,N
1393,2007.0,USA,M,N
1394,2007.0,YEMEN,,Y
1395,2007.0,USA,M,N
1396,2007.0,AUSTRALIA,F,N
1397,2007.0,USA,M,N
1398,2007.0,AUSTRALIA,F,N
1399,2007.0,USA,M,N
1400,2007.0,NEW ZEALAND,M,N
1401,2007.0,COSTA RICA,M,
1402,2007.0,AUSTRALIA,M,N
1403,2007.0,NEW CALEDONIA,M,N
1404,2007.0,NEW CALEDONIA,M,N
1405,2007.0,USA,,N
1406,2007.0,AUSTRALIA,M,N
1407,2007.0,AUSTRALIA,M,
1408,2007.0,SOUTH AFRICA,M,Y
1409,2007.0,AUSTRALIA,M,N
1410,2007.0,USA,M,
1411,2007.0,USA,M,N
1412,2006.0,AUSTRALIA,M,N
1413,2006.0,NEW ZEALAND,M,N
1414,2006.0,USA,M,N
1415,2006.0,SOUTH AFRICA,M,N
1416,2006.0,AUSTRALIA,M,N
1417,2006.0,PHILIPPINES,,Y
1418,2006.0,USA,M,N
1419,2006.0,SOUTH AFRICA,M,N
1420,2006.0,USA,M,N
1421,2006.0,USA,M,N
1422,2006.0,USA,M,N
1423,2006.0,USA,M,N
1424,2006.0,USA,M,N
1425,2006.0,BAHAMAS,F,N
1426,2006.0,GULF OF ADEN,,Y
1427,2006.0,SOUTH AFRICA,M,
1428,2006.0,USA,M,N
1429,2006.0,USA,M,N
1430,2006.0,USA,M,N
1431,2006.0,USA,M,N
1432,2006.0,USA,M,N
1433,2006.0,AUSTRALIA,M,
1434,2006.0,BRAZIL,M,Y
1435,2006.0,USA,M,N
1436,2006.0,USA,M,N
1437,2006.0,SOUTH AFRICA,M,N
1438,2006.0,USA,M,N
1439,2006.0,AUSTRALIA,M,N
1440,2006.0,REUNION,M,N
1441,2006.0,BRAZIL,M,
1442,2006.0,BELIZE,M,
1443,2006.0,ITALY,M,Y
1444,2006.0,REUNION,M,Y
1445,2006.0,SOUTH AFRICA,M,N
1446,2006.0,SOUTH AFRICA,M,N
1447,2006.0,USA,F,N
1448,2006.0,REUNION,M,N
1449,2006.0,USA,,N
1450,2006.0,USA,M,N
1451,2006.0,USA,M,N
1452,2006.0,USA,M,N
1453,2006.0,SOUTH AFRICA,M,N
1454,2006.0,USA,M,N
1455,2006.0,USA,M,N
1456,2006.0,AUSTRALIA,,
1457,2006.0,USA,M,N
1458,2006.0,SPAIN,F,
1459,2006.0,USA,F,N
1460,2006.0,BRAZIL,M,Y
1461,2006.0,USA,M,N
1462,2006.0,USA,M,N
1463,2006.0,USA,F,N
1464,2006.0,USA,M,N
1465,2006.0,USA,F,N
1466,2006.0,USA,M,N
1467,2006.0,USA,F,N
1468,2006.0,USA,M,N
1469,2006.0,BAHAMAS,M,N
1470,2006.0,USA,F,N
1471,2006.0,BRAZIL,M,Y
1472,2006.0,USA,M,N
1473,2006.0,USA,M,N
1474,2006.0,USA,F,N
1475,2006.0,AUSTRALIA,M,N
1476,2006.0,USA,M,N
1477,2006.0,USA,,N
1478,2006.0,USA,M,N
1479,2006.0,USA,M,N
1480,2006.0,BRAZIL,M,N
1481,2006.0,USA,F,N
1482,2006.0,USA,M,N
1483,2006.0,USA,F,N
1484,2006.0,AUSTRALIA,M,N
1485,2006.0,USA,M,
1486,2006.0,USA,M,N
1487,2006.0,USA,F,N
1488,2006.0,USA,M,N
1489,2006.0,AUSTRALIA,M,N
1490,2006.0,SOUTH AFRICA,M,N
1491,2006.0,BRAZIL,M,N
1492,2006.0,USA,M,N
1493,2006.0,Sierra Leone,M,Y
1494,2006.0,USA,F,N
1495,2006.0,SOUTH AFRICA,M,
1496,2006.0,FIJI,M,N
1497,2006.0,AUSTRALIA,M,N
1498,2006.0,USA,F,N
1499,2006.0,USA,M,
1500,2006.0,AUSTRALIA,M,N
1501,2006.0,AUSTRALIA,M,N
1502,2006.0,AUSTRALIA,M,N
1503,2006.0,SOUTH AFRICA,M,N
1504,2006.0,TONGA,F,Y
1505,2006.0,USA,M,N
1506,2006.0,ATLANTIC OCEAN,M,N
1507,2006.0,SOUTH AFRICA,M,N
1508,2006.0,ATLANTIC OCEAN,F,N
1509,2006.0,USA,M,N
1510,2006.0,AUSTRALIA,M,N
1511,2006.0,BAHAMAS,M,
1512,2006.0,AUSTRALIA,F,Y
1513,2006.0,USA,M,N
1514,2006.0,SOUTH AFRICA,M,N
1515,2005.0,USA,M,N
1516,2005.0,USA,M,N
1517,2005.0,ATLANTIC OCEAN,,N
1518,2005.0,AUSTRALIA,M,N
1519,2005.0,AUSTRALIA,,N
1520,2005.0,USA,M,N
1521,2005.0,USA,M,N
1522,2005.0,AUSTRALIA,,N
1523,2005.0,AUSTRALIA,M,N
1524,2005.0,SOUTH AFRICA,M,N
1525,2005.0,NEW CALEDONIA,,N
1526,2005.0,USA,M,N
1527,2005.0,USA,M,N
1528,2005.0,NEW CALEDONIA,,N
1529,2005.0,SOUTH AFRICA,M,N
1530,2005.0,USA,M,N
1531,2005.0,USA,M,N
1532,2005.0,USA,M,N
1533,2005.0,USA,M,N
1534,2005.0,ST. MAARTIN,M,N
1535,2005.0,SOUTH AFRICA,M,N
1536,2005.0,USA,M,N
1537,2005.0,USA,F,N
1538,2005.0,USA,M,N
1539,2005.0,USA,M,N
1540,2005.0,GRAND CAYMAN,F,N
1541,2005.0,USA,M,N
1542,2005.0,BAHAMAS,M,N
1543,2005.0,SOUTH AFRICA,M,N
1544,2005.0,AUSTRALIA,M,N
1545,2005.0,AUSTRALIA,M,N
1546,2005.0,AUSTRALIA,M,N
1547,2005.0,USA,M,
1548,2005.0,USA,F,N
1549,2005.0,USA,M,Y
1550,2005.0,AUSTRALIA,M,N
1551,2005.0,USA,F,N
1552,2005.0,AUSTRALIA,M,N
1553,2005.0,USA,M,N
1554,2005.0,THAILAND,M,Y
1555,2005.0,AUSTRALIA,M,Y
1556,2005.0,USA,M,N
1557,2005.0,USA,M,
1558,2005.0,USA,M,N
1559,2005.0,USA,M,N
1560,2005.0,SOUTH AFRICA,,
1561,2005.0,USA,M,N
1562,2005.0,USA,M,N
1563,2005.0,Seychelles,M,
1564,2005.0,USA,F,N
1565,2005.0,USA,M,N
1566,2005.0,USA,M,
1567,2005.0,LIBERIA,M,
1568,2005.0,CHINA,M,N
1569,2005.0,AUSTRALIA,,
1570,2005.0,USA,M,N
1571,2005.0,USA,F,N
1572,2005.0,USA,M,N
1573,2005.0,USA,M,N
1574,2005.0,USA,F,Y
1575,2005.0,VANUATU,F,Y
1576,2005.0,MEXICO ,M,N
1577,2005.0,USA,M,
1578,2005.0,USA,M,N
1579,2005.0,SOUTH KOREA,F,N
1580,2005.0,USA,F,N
1581,2005.0,USA,M,
1582,2005.0,SOUTH AFRICA,M,Y
1583,2005.0,USA,M,N
1584,2005.0,USA,M,N
1585,2005.0,USA,F,N
1586,2005.0,SOUTH AFRICA,M,N
1587,2005.0,AUSTRALIA,M ,N
1588,2005.0,USA,,N
1589,2005.0,MADAGASCAR,M,N
1590,2005.0,USA,M,N
1591,2005.0,USA,M,N
1592,2005.0,AUSTRALIA,M,N
1593,2005.0,AUSTRALIA,,N
1594,2005.0,AUSTRALIA,M,N
1595,2005.0,AUSTRALIA,M,N
1596,2005.0,USA,F,N
1597,2005.0,USA,M,
1598,2005.0,USA,M,N
1599,2005.0,USA,F,N
1600,2005.0,HONDURAS,F,
1601,2005.0,SOUTH AFRICA,M,N
1602,2005.0,AUSTRALIA,M,N
1603,2005.0,VENEZUELA,M,N
1604,2005.0,AUSTRALIA,M,Y
1605,2005.0,USA,M,N
1606,2005.0,SOUTH AFRICA,M,
